celebrity,image,class,confidence,prediction_time
pins_gal-gadot,gal-gadot7_1828,person,tensor([0.9387]),0.2616114616394043
pins_gal-gadot,gal-gadot7_1828,toothbrush,tensor([0.3320]),0.2616114616394043
pins_gal-gadot,gal-gadot99_1856,person,tensor([0.9288]),0.2785525321960449
pins_gal-gadot,gal-gadot93_1849,person,tensor([0.9404]),0.24838924407958984
pins_gal-gadot,gal-gadot203_1753,person,tensor([0.9516]),0.24411797523498535
pins_gal-gadot,gal-gadot165_1719,person,tensor([0.9495]),0.2688629627227783
pins_gal-gadot,gal-gadot62_1821,person,tensor([0.9317]),0.2463679313659668
pins_gal-gadot,gal-gadot216_1764,person,tensor([0.8637]),0.25578784942626953
pins_gal-gadot,gal-gadot10_1660,person,tensor([0.9033]),0.24414396286010742
pins_gal-gadot,gal-gadot112_1672,person,tensor([0.9561]),0.25632405281066895
pins_gal-gadot,gal-gadot26_1796,person,tensor([0.9574]),0.24883198738098145
pins_gal-gadot,gal-gadot180_1736,person,tensor([0.9350]),0.24868273735046387
pins_gal-gadot,gal-gadot27_1797,person,tensor([0.9329]),0.21397995948791504
pins_gal-gadot,gal-gadot77_1835,person,tensor([0.9142]),0.25568723678588867
pins_gal-gadot,gal-gadot199_1747,person,tensor([0.8859]),0.25469040870666504
pins_gal-gadot,gal-gadot199_1747,person,tensor([0.7771]),0.25469040870666504
pins_gal-gadot,gal-gadot244_1790,person,tensor([0.9402]),0.24235057830810547
pins_gal-gadot,gal-gadot15_1704,person,tensor([0.9290]),0.2426767349243164
pins_gal-gadot,gal-gadot98_1855,person,tensor([0.8785]),0.24990153312683105
pins_gal-gadot,gal-gadot194_1744,person,tensor([0.8431]),0.2568211555480957
pins_gal-gadot,gal-gadot169_1725,person,tensor([0.9591]),0.20842885971069336
pins_gal-gadot,gal-gadot142_1697,person,tensor([0.8913]),0.28004002571105957
pins_gal-gadot,gal-gadot104_1664,person,tensor([0.9456]),0.28075408935546875
pins_gal-gadot,gal-gadot176_1732,person,tensor([0.9364]),0.35283732414245605
pins_gal-gadot,gal-gadot122_1679,person,tensor([0.9487]),0.2977278232574463
pins_gal-gadot,gal-gadot69_1827,person,tensor([0.8986]),0.3466379642486572
pins_gal-gadot,gal-gadot158_1713,person,tensor([0.8484]),0.27076125144958496
pins_gal-gadot,gal-gadot233_1778,person,tensor([0.9242]),0.27672624588012695
pins_gal-gadot,gal-gadot116_1675,person,tensor([0.9095]),0.2527484893798828
pins_gal-gadot,gal-gadot233_1780,person,tensor([0.6101]),0.25481557846069336
pins_gal-gadot,gal-gadot75_1834,person,tensor([0.9233]),0.2490072250366211
pins_gal-gadot,gal-gadot140_1696,person,tensor([0.9137]),0.28844141960144043
pins_gal-gadot,gal-gadot44_1805,person,tensor([0.8904]),0.28647518157958984
pins_gal-gadot,gal-gadot13_1685,person,tensor([0.9257]),0.2725858688354492
pins_gal-gadot,gal-gadot189_1740,person,tensor([0.9316]),0.2964286804199219
pins_gal-gadot,gal-gadot232_1777,person,tensor([0.9283]),0.27591586112976074
pins_gal-gadot,gal-gadot209_1757,person,tensor([0.9292]),0.2832977771759033
pins_gal-gadot,gal-gadot90_1846,person,tensor([0.9485]),0.2819547653198242
pins_gal-gadot,gal-gadot134_1690,person,tensor([0.8893]),0.29914069175720215
pins_gal-gadot,gal-gadot130_1686,cat,tensor([0.5952]),0.29302048683166504
pins_gal-gadot,gal-gadot130_1686,cat,tensor([0.4323]),0.29302048683166504
pins_gal-gadot,gal-gadot214_1763,person,tensor([0.9238]),0.2856016159057617
pins_gal-gadot,gal-gadot143_1698,person,tensor([0.9325]),0.2774198055267334
pins_gal-gadot,gal-gadot30_1799,person,tensor([0.9423]),0.2574195861816406
pins_gal-gadot,gal-gadot137_1692,cat,tensor([0.4989]),0.25638270378112793
pins_gal-gadot,gal-gadot235_1781,person,tensor([0.9634]),0.31258606910705566
pins_gal-gadot,gal-gadot174_1731,person,tensor([0.9206]),0.2566807270050049
pins_gal-gadot,gal-gadot159_1714,person,tensor([0.9253]),0.2615478038787842
pins_gal-gadot,gal-gadot239_1784,person,tensor([0.9404]),0.3917815685272217
pins_gal-gadot,gal-gadot173_1730,person,tensor([0.6938]),0.2475898265838623
pins_gal-gadot,gal-gadot131_1687,person,tensor([0.9104]),0.25591182708740234
pins_gal-gadot,gal-gadot211_1760,person,tensor([0.9526]),0.24567747116088867
pins_gal-gadot,gal-gadot157_1712,person,tensor([0.7180]),0.260134220123291
pins_gal-gadot,gal-gadot57_1817,person,tensor([0.9344]),0.26580381393432617
pins_gal-gadot,gal-gadot90_1847,person,tensor([0.9426]),0.25446271896362305
pins_gal-gadot,gal-gadot236_1782,person,tensor([0.8781]),0.24502229690551758
pins_gal-gadot,gal-gadot236_1782,person,tensor([0.3387]),0.24502229690551758
pins_gal-gadot,gal-gadot160_1716,person,tensor([0.8903]),0.25697946548461914
pins_gal-gadot,gal-gadot170_1727,person,tensor([0.8426]),0.25672245025634766
pins_gal-gadot,gal-gadot170_1727,person,tensor([0.5300]),0.25672245025634766
pins_gal-gadot,gal-gadot168_1724,person,tensor([0.3078]),0.24286293983459473
pins_gal-gadot,gal-gadot202_1752,person,tensor([0.6725]),0.24325799942016602
pins_gal-gadot,gal-gadot135_1691,person,tensor([0.9420]),0.24410104751586914
pins_gal-gadot,gal-gadot146_1701,person,tensor([0.9418]),0.26299595832824707
pins_gal-gadot,gal-gadot188_1739,person,tensor([0.9488]),0.2559695243835449
pins_gal-gadot,gal-gadot70_1829,person,tensor([0.9288]),0.25290727615356445
pins_gal-gadot,gal-gadot25_1795,person,tensor([0.7903]),0.25965237617492676
pins_gal-gadot,gal-gadot233_1779,person,tensor([0.9132]),0.24471640586853027
pins_gal-gadot,gal-gadot226_1772,person,tensor([0.9367]),0.2506992816925049
pins_gal-gadot,gal-gadot128_1683,person,tensor([0.9028]),0.2497882843017578
pins_gal-gadot,gal-gadot128_1683,toothbrush,tensor([0.2884]),0.2497882843017578
pins_gal-gadot,gal-gadot210_1759,person,tensor([0.6677]),0.24617552757263184
pins_gal-gadot,gal-gadot210_1759,person,tensor([0.3980]),0.24617552757263184
pins_gal-gadot,gal-gadot9_1845,person,tensor([0.9524]),0.25298070907592773
pins_gal-gadot,gal-gadot243_1789,person,tensor([0.9290]),0.2527577877044678
pins_gal-gadot,gal-gadot73_1832,person,tensor([0.9269]),0.25440239906311035
pins_gal-gadot,gal-gadot150_1705,cat,tensor([0.6805]),0.2586972713470459
pins_gal-gadot,gal-gadot164_1718,person,tensor([0.9271]),0.2487189769744873
pins_gal-gadot,gal-gadot229_1775,person,tensor([0.9490]),0.2559041976928711
pins_gal-gadot,gal-gadot229_1775,toothbrush,tensor([0.3895]),0.2559041976928711
pins_gal-gadot,gal-gadot106_1666,person,tensor([0.9177]),0.25131964683532715
pins_gal-gadot,gal-gadot153_1708,person,tensor([0.9394]),0.25629353523254395
pins_gal-gadot,gal-gadot156_1711,person,tensor([0.7633]),0.260927677154541
pins_gal-gadot,gal-gadot156_1711,person,tensor([0.4814]),0.260927677154541
pins_gal-gadot,gal-gadot40_1802,person,tensor([0.9448]),0.24910306930541992
pins_gal-gadot,gal-gadot239_1786,person,tensor([0.7312]),0.2515883445739746
pins_gal-gadot,gal-gadot155_1710,person,tensor([0.9381]),0.25520873069763184
pins_gal-gadot,gal-gadot16_1715,person,tensor([0.9574]),0.27122974395751953
pins_gal-gadot,gal-gadot85_1841,person,tensor([0.9564]),0.26365089416503906
pins_gal-gadot,gal-gadot96_1853,person,tensor([0.9211]),0.26520872116088867
pins_gal-gadot,gal-gadot168_1722,person,tensor([0.6555]),0.24889135360717773
pins_gal-gadot,gal-gadot43_1804,person,tensor([0.6328]),0.2506752014160156
pins_gal-gadot,gal-gadot196_1746,person,tensor([0.8942]),0.25193357467651367
pins_gal-gadot,gal-gadot196_1746,person,tensor([0.2799]),0.25193357467651367
pins_gal-gadot,gal-gadot147_1702,person,tensor([0.9472]),0.2712385654449463
pins_gal-gadot,gal-gadot129_1684,person,tensor([0.8181]),0.2596852779388428
pins_gal-gadot,gal-gadot101_1661,person,tensor([0.6888]),0.24735474586486816
pins_gal-gadot,gal-gadot51_1812,person,tensor([0.8776]),0.22830939292907715
pins_gal-gadot,gal-gadot105_1665,person,tensor([0.9364]),0.25660037994384766
pins_gal-gadot,gal-gadot108_1668,person,tensor([0.7108]),0.2471156120300293
pins_gal-gadot,gal-gadot152_1707,person,tensor([0.9533]),0.21013784408569336
pins_gal-gadot,gal-gadot17_1726,person,tensor([0.7882]),0.2547605037689209
pins_gal-gadot,gal-gadot84_1840,person,tensor([0.9505]),0.26721811294555664
pins_gal-gadot,gal-gadot204_1754,person,tensor([0.4086]),0.2632601261138916
pins_gal-gadot,gal-gadot97_1854,person,tensor([0.9484]),0.2800779342651367
pins_gal-gadot,gal-gadot246_1792,person,tensor([0.9543]),0.2479088306427002
pins_gal-gadot,gal-gadot200_1750,person,tensor([0.8915]),0.26050233840942383
pins_gal-gadot,gal-gadot74_1833,person,tensor([0.9411]),0.26137471199035645
pins_gal-gadot,gal-gadot96_1852,person,tensor([0.8913]),0.2442009449005127
pins_gal-gadot,gal-gadot239_1783,person,tensor([0.9372]),0.26059389114379883
pins_gal-gadot,gal-gadot41_1803,person,tensor([0.8988]),0.262709379196167
pins_gal-gadot,gal-gadot0_1658,person,tensor([0.9474]),0.25343871116638184
pins_gal-gadot,gal-gadot1_1659,person,tensor([0.9481]),0.25371265411376953
pins_gal-gadot,gal-gadot144_1699,person,tensor([0.9488]),0.2003934383392334
pins_gal-gadot,gal-gadot94_1850,person,tensor([0.9327]),0.25107884407043457
pins_gal-gadot,gal-gadot48_1809,person,tensor([0.8422]),0.26407837867736816
pins_gal-gadot,gal-gadot139_1694,person,tensor([0.9003]),0.26092076301574707
pins_gal-gadot,gal-gadot54_1815,person,tensor([0.9325]),0.24604368209838867
pins_gal-gadot,gal-gadot228_1774,person,tensor([0.8054]),0.26825809478759766
pins_gal-gadot,gal-gadot225_1771,person,tensor([0.9363]),0.19034695625305176
pins_gal-gadot,gal-gadot195_1745,person,tensor([0.9507]),0.2507772445678711
pins_gal-gadot,gal-gadot14_1695,person,tensor([0.9435]),0.25200986862182617
pins_gal-gadot,gal-gadot179_1734,person,tensor([0.9424]),0.2232804298400879
pins_gal-gadot,gal-gadot59_1819,person,tensor([0.9496]),0.24920248985290527
pins_gal-gadot,gal-gadot85_1842,person,tensor([0.9494]),0.24459457397460938
pins_gal-gadot,gal-gadot217_1765,person,tensor([0.8671]),0.2508573532104492
pins_gal-gadot,gal-gadot217_1765,person,tensor([0.6807]),0.2508573532104492
pins_gal-gadot,gal-gadot170_1729,person,tensor([0.8450]),0.26090240478515625
pins_gal-gadot,gal-gadot2_1748,person,tensor([0.9559]),0.28227686882019043
pins_gal-gadot,gal-gadot56_1816,person,tensor([0.9414]),0.27198362350463867
pins_gal-gadot,gal-gadot208_1756,person,tensor([0.9388]),0.24765610694885254
pins_gal-gadot,gal-gadot52_1813,person,tensor([0.9559]),0.24916863441467285
pins_gal-gadot,gal-gadot205_1755,person,tensor([0.6166]),0.2416388988494873
pins_gal-gadot,gal-gadot245_1791,person,tensor([0.9303]),0.24933719635009766
pins_gal-gadot,gal-gadot227_1773,person,tensor([0.9502]),0.2599813938140869
pins_gal-gadot,gal-gadot121_1678,person,tensor([0.9407]),0.25402069091796875
pins_gal-gadot,gal-gadot82_1838,person,tensor([0.8083]),0.2506701946258545
pins_gal-gadot,gal-gadot18_1735,person,tensor([0.9324]),0.24929308891296387
pins_gal-gadot,gal-gadot138_1693,person,tensor([0.9634]),0.252612829208374
pins_gal-gadot,gal-gadot19_1741,person,tensor([0.9433]),0.2543637752532959
pins_gal-gadot,gal-gadot151_1706,person,tensor([0.9321]),0.2510392665863037
pins_gal-gadot,gal-gadot184_1738,person,tensor([0.9603]),0.24798941612243652
pins_gal-gadot,gal-gadot170_1728,person,tensor([0.8863]),0.19866490364074707
pins_gal-gadot,gal-gadot213_1762,person,tensor([0.7946]),0.2519969940185547
pins_gal-gadot,gal-gadot177_1733,person,tensor([0.8394]),0.25081872940063477
pins_gal-gadot,gal-gadot149_1703,person,tensor([0.9426]),0.2145671844482422
pins_gal-gadot,gal-gadot11_1670,person,tensor([0.9521]),0.26563596725463867
pins_gal-gadot,gal-gadot21_1758,person,tensor([0.9435]),0.27167773246765137
pins_gal-gadot,gal-gadot219_1767,person,tensor([0.8998]),0.2500600814819336
pins_gal-gadot,gal-gadot88_1843,person,tensor([0.6069]),0.2448258399963379
pins_gal-gadot,gal-gadot88_1843,person,tensor([0.2637]),0.2448258399963379
pins_gal-gadot,gal-gadot68_1826,person,tensor([0.9174]),0.24883413314819336
pins_gal-gadot,gal-gadot95_1851,person,tensor([0.9433]),0.2514078617095947
pins_gal-gadot,gal-gadot183_1737,person,tensor([0.8748]),0.2485949993133545
pins_gal-gadot,gal-gadot32_1800,person,tensor([0.9392]),0.25448131561279297
pins_gal-gadot,gal-gadot192_1742,person,tensor([0.8970]),0.2552011013031006
pins_gal-gadot,gal-gadot110_1671,person,tensor([0.9547]),0.26184749603271484
pins_gal-gadot,gal-gadot133_1689,person,tensor([0.9305]),0.2515387535095215
pins_gal-gadot,gal-gadot113_1673,person,tensor([0.9166]),0.24898242950439453
pins_gal-gadot,gal-gadot220_1769,cat,tensor([0.8803]),0.31377720832824707
pins_gal-gadot,gal-gadot49_1810,person,tensor([0.9464]),0.2956569194793701
pins_gal-gadot,gal-gadot168_1723,person,tensor([0.9286]),0.30424022674560547
pins_gal-gadot,gal-gadot83_1839,person,tensor([0.9431]),0.25637102127075195
pins_gal-gadot,gal-gadot167_1721,person,tensor([0.9505]),0.2570652961730957
pins_gal-gadot,gal-gadot81_1837,person,tensor([0.7479]),0.3477902412414551
pins_gal-gadot,gal-gadot33_1801,person,tensor([0.9011]),0.22671079635620117
pins_gal-gadot,gal-gadot212_1761,person,tensor([0.9040]),0.26914167404174805
pins_gal-gadot,gal-gadot127_1682,person,tensor([0.9536]),0.24770450592041016
pins_gal-gadot,gal-gadot91_1848,person,tensor([0.9460]),0.22810149192810059
pins_gal-gadot,gal-gadot65_1823,person,tensor([0.9528]),0.2526829242706299
pins_gal-gadot,gal-gadot24_1787,person,tensor([0.8256]),0.25307583808898926
pins_gal-gadot,gal-gadot145_1700,person,tensor([0.9509]),0.2472240924835205
pins_gal-gadot,gal-gadot72_1831,person,tensor([0.9519]),0.25180912017822266
pins_gal-gadot,gal-gadot72_1831,tie,tensor([0.3948]),0.25180912017822266
pins_gal-gadot,gal-gadot247_1793,person,tensor([0.9353]),0.25447559356689453
pins_gal-gadot,gal-gadot201_1751,person,tensor([0.9494]),0.2505922317504883
pins_gal-gadot,gal-gadot132_1688,person,tensor([0.9211]),0.24765515327453613
pins_gal-gadot,gal-gadot124_1681,person,tensor([0.9344]),0.2604954242706299
pins_Katherine-Langford,Katherine-Langford38_3029,person,tensor([0.9433]),0.24617433547973633
pins_Katherine-Langford,Katherine-Langford58_3054,person,tensor([0.9476]),0.2460801601409912
pins_Katherine-Langford,Katherine-Langford117_2890,person,tensor([0.8978]),0.23809432983398438
pins_Katherine-Langford,Katherine-Langford117_2890,toothbrush,tensor([0.4515]),0.23809432983398438
pins_Katherine-Langford,Katherine-Langford201_2972,person,tensor([0.9382]),0.23575735092163086
pins_Katherine-Langford,Katherine-Langford47_3040,person,tensor([0.8938]),0.2608656883239746
pins_Katherine-Langford,Katherine-Langford148_2922,person,tensor([0.9559]),0.24873685836791992
pins_Katherine-Langford,Katherine-Langford71_3068,person,tensor([0.9157]),0.25882911682128906
pins_Katherine-Langford,Katherine-Langford130_2902,person,tensor([0.5715]),0.24361872673034668
pins_Katherine-Langford,Katherine-Langford121_2894,person,tensor([0.9414]),0.25630950927734375
pins_Katherine-Langford,Katherine-Langford51_3048,person,tensor([0.7548]),0.24832820892333984
pins_Katherine-Langford,Katherine-Langford47_3038,person,tensor([0.9306]),0.24859929084777832
pins_Katherine-Langford,Katherine-Langford20_2971,person,tensor([0.9470]),0.2516777515411377
pins_Katherine-Langford,Katherine-Langford103_2877,person,tensor([0.9384]),0.25426268577575684
pins_Katherine-Langford,Katherine-Langford210_2983,person,tensor([0.7116]),0.24369215965270996
pins_Katherine-Langford,Katherine-Langford115_2889,person,tensor([0.9529]),0.25522375106811523
pins_Katherine-Langford,Katherine-Langford27_3018,person,tensor([0.9406]),0.3420732021331787
pins_Katherine-Langford,Katherine-Langford27_3018,tie,tensor([0.4047]),0.3420732021331787
pins_Katherine-Langford,Katherine-Langford229_2997,person,tensor([0.6711]),0.2463531494140625
pins_Katherine-Langford,Katherine-Langford238_3006,person,tensor([0.8404]),0.24228787422180176
pins_Katherine-Langford,Katherine-Langford229_2994,person,tensor([0.9393]),0.29598379135131836
pins_Katherine-Langford,Katherine-Langford174_2949,person,tensor([0.9392]),0.26024603843688965
pins_Katherine-Langford,Katherine-Langford174_2949,person,tensor([0.3019]),0.26024603843688965
pins_Katherine-Langford,Katherine-Langford3_3021,person,tensor([0.9483]),0.24788212776184082
pins_Katherine-Langford,Katherine-Langford152_2930,person,tensor([0.7286]),0.4467964172363281
pins_Katherine-Langford,Katherine-Langford11_2884,person,tensor([0.9558]),0.3090372085571289
pins_Katherine-Langford,Katherine-Langford15_2927,person,tensor([0.9539]),0.24656391143798828
pins_Katherine-Langford,Katherine-Langford15_2927,cell phone,tensor([0.2869]),0.24656391143798828
pins_Katherine-Langford,Katherine-Langford41_3032,person,tensor([0.9423]),0.25888800621032715
pins_Katherine-Langford,Katherine-Langford145_2921,person,tensor([0.9599]),0.2565932273864746
pins_Katherine-Langford,Katherine-Langford182_2956,person,tensor([0.7349]),0.2488405704498291
pins_Katherine-Langford,Katherine-Langford205_2975,person,tensor([0.9416]),0.25476884841918945
pins_Katherine-Langford,Katherine-Langford0_2871,person,tensor([0.9536]),0.24545979499816895
pins_Katherine-Langford,Katherine-Langford171_2947,person,tensor([0.9266]),0.22219610214233398
pins_Katherine-Langford,Katherine-Langford68_3064,person,tensor([0.9558]),0.23249101638793945
pins_Katherine-Langford,Katherine-Langford12_2893,person,tensor([0.9444]),0.22842979431152344
pins_Katherine-Langford,Katherine-Langford80_3077,person,tensor([0.9405]),0.261516809463501
pins_Katherine-Langford,Katherine-Langford166_2943,person,tensor([0.9054]),0.2610466480255127
pins_Katherine-Langford,Katherine-Langford43_3034,person,tensor([0.9527]),0.2470247745513916
pins_Katherine-Langford,Katherine-Langford130_2901,person,tensor([0.3943]),0.24566149711608887
pins_Katherine-Langford,Katherine-Langford45_3036,person,tensor([0.6325]),0.24717998504638672
pins_Katherine-Langford,Katherine-Langford148_2925,person,tensor([0.4990]),0.24509572982788086
pins_Katherine-Langford,Katherine-Langford5_3045,person,tensor([0.9206]),0.24396181106567383
pins_Katherine-Langford,Katherine-Langford36_3027,person,tensor([0.9439]),0.2464132308959961
pins_Katherine-Langford,Katherine-Langford124_2896,person,tensor([0.9428]),0.25405263900756836
pins_Katherine-Langford,Katherine-Langford99_3096,person,tensor([0.9368]),0.24541020393371582
pins_Katherine-Langford,Katherine-Langford131_2907,person,tensor([0.9421]),0.25239086151123047
pins_Katherine-Langford,Katherine-Langford161_2939,person,tensor([0.9488]),0.24495506286621094
pins_Katherine-Langford,Katherine-Langford203_2974,person,tensor([0.9277]),0.24349212646484375
pins_Katherine-Langford,Katherine-Langford209_2978,person,tensor([0.9481]),0.2830491065979004
pins_Katherine-Langford,Katherine-Langford19_2962,person,tensor([0.9458]),0.2302243709564209
pins_Katherine-Langford,Katherine-Langford52_3049,person,tensor([0.9447]),0.25334668159484863
pins_Katherine-Langford,Katherine-Langford118_2891,person,tensor([0.9543]),0.24671602249145508
pins_Katherine-Langford,Katherine-Langford44_3035,person,tensor([0.9581]),0.2369554042816162
pins_Katherine-Langford,Katherine-Langford60_3057,person,tensor([0.9422]),0.24346017837524414
pins_Katherine-Langford,Katherine-Langford90_3087,person,tensor([0.9221]),0.24460911750793457
pins_Katherine-Langford,Katherine-Langford104_2878,person,tensor([0.9499]),0.2498013973236084
pins_Katherine-Langford,Katherine-Langford102_2876,person,tensor([0.9500]),0.24483966827392578
pins_Katherine-Langford,Katherine-Langford108_2882,person,tensor([0.9377]),0.24838876724243164
pins_Katherine-Langford,Katherine-Langford108_2882,tie,tensor([0.4069]),0.24838876724243164
pins_Katherine-Langford,Katherine-Langford114_2888,person,tensor([0.9560]),0.2693033218383789
pins_Katherine-Langford,Katherine-Langford158_2935,person,tensor([0.7162]),0.2549610137939453
pins_Katherine-Langford,Katherine-Langford158_2935,person,tensor([0.6577]),0.2549610137939453
pins_Katherine-Langford,Katherine-Langford222_2991,person,tensor([0.9343]),0.26288580894470215
pins_Katherine-Langford,Katherine-Langford129_2899,person,tensor([0.7227]),0.24864554405212402
pins_Katherine-Langford,Katherine-Langford210_2980,person,tensor([0.8976]),0.24879074096679688
pins_Katherine-Langford,Katherine-Langford34_3026,person,tensor([0.9503]),0.24454021453857422
pins_Katherine-Langford,Katherine-Langford64_3061,person,tensor([0.6302]),0.2232215404510498
pins_Katherine-Langford,Katherine-Langford87_3084,person,tensor([0.9399]),0.24909186363220215
pins_Katherine-Langford,Katherine-Langford73_3070,person,tensor([0.9351]),0.24848294258117676
pins_Katherine-Langford,Katherine-Langford231_3000,person,tensor([0.9473]),0.2645456790924072
pins_Katherine-Langford,Katherine-Langford61_3058,person,tensor([0.9368]),0.2324066162109375
pins_Katherine-Langford,Katherine-Langford75_3072,person,tensor([0.9414]),0.24218463897705078
pins_Katherine-Langford,Katherine-Langford50_3047,person,tensor([0.9413]),0.24228692054748535
pins_Katherine-Langford,Katherine-Langford101_2875,person,tensor([0.8461]),0.2508387565612793
pins_Katherine-Langford,Katherine-Langford245_3014,person,tensor([0.9372]),0.2524545192718506
pins_Katherine-Langford,Katherine-Langford162_2940,person,tensor([0.9561]),0.24796843528747559
pins_Katherine-Langford,Katherine-Langford239_3008,person,tensor([0.9199]),0.24859380722045898
pins_Katherine-Langford,Katherine-Langford186_2960,person,tensor([0.9386]),0.24521708488464355
pins_Katherine-Langford,Katherine-Langford196_2966,person,tensor([0.9148]),0.2474510669708252
pins_Katherine-Langford,Katherine-Langford196_2966,person,tensor([0.4456]),0.2474510669708252
pins_Katherine-Langford,Katherine-Langford174_2950,person,tensor([0.9599]),0.24522733688354492
pins_Katherine-Langford,Katherine-Langford82_3079,person,tensor([0.8752]),0.24945592880249023
pins_Katherine-Langford,Katherine-Langford94_3091,person,tensor([0.9604]),0.2578163146972656
pins_Katherine-Langford,Katherine-Langford23_2999,person,tensor([0.9564]),0.2536141872406006
pins_Katherine-Langford,Katherine-Langford232_3001,person,tensor([0.9412]),0.24817657470703125
pins_Katherine-Langford,Katherine-Langford140_2915,person,tensor([0.9223]),0.25954723358154297
pins_Katherine-Langford,Katherine-Langford86_3083,person,tensor([0.9217]),0.24895238876342773
pins_Katherine-Langford,Katherine-Langford185_2959,person,tensor([0.9350]),0.2623260021209717
pins_Katherine-Langford,Katherine-Langford141_2917,person,tensor([0.9308]),0.24495363235473633
pins_Katherine-Langford,Katherine-Langford143_2919,person,tensor([0.9461]),0.2581808567047119
pins_Katherine-Langford,Katherine-Langford33_3025,person,tensor([0.9381]),0.377260684967041
pins_Katherine-Langford,Katherine-Langford7_3066,person,tensor([0.9527]),0.2542417049407959
pins_Katherine-Langford,Katherine-Langford96_3093,person,tensor([0.8459]),0.24943113327026367
pins_Katherine-Langford,Katherine-Langford96_3093,broccoli,tensor([0.4919]),0.24943113327026367
pins_Katherine-Langford,Katherine-Langford37_3028,person,tensor([0.8383]),0.2568838596343994
pins_Katherine-Langford,Katherine-Langford37_3028,person,tensor([0.3155]),0.2568838596343994
pins_Katherine-Langford,Katherine-Langford202_2973,person,tensor([0.8601]),0.2543065547943115
pins_Katherine-Langford,Katherine-Langford88_3085,person,tensor([0.7163]),0.2451343536376953
pins_Katherine-Langford,Katherine-Langford144_2920,person,tensor([0.8655]),0.24489068984985352
pins_Katherine-Langford,Katherine-Langford107_2881,person,tensor([0.9544]),0.24418091773986816
pins_Katherine-Langford,Katherine-Langford100_2874,person,tensor([0.5619]),0.2522096633911133
pins_Katherine-Langford,Katherine-Langford22_2989,person,tensor([0.9451]),0.24896955490112305
pins_Katherine-Langford,Katherine-Langford170_2946,person,tensor([0.8076]),0.255887508392334
pins_Katherine-Langford,Katherine-Langford1_2872,person,tensor([0.9401]),0.25125789642333984
pins_Katherine-Langford,Katherine-Langford69_3065,person,tensor([0.9461]),0.25197672843933105
pins_Katherine-Langford,Katherine-Langford54_3051,person,tensor([0.9205]),0.2594916820526123
